4607016282015;1147264
2362561000000;2009556
2100011042018;1285036
2100010026750;2006860
5901904171481;1287480
4607086110669;1019306
4620004250254;1233316
8308583317884;1016276
2366432000000;1241414
4002857002738;1065356
8413423111017;1196366
7891024149164;1031693
2320695000000;2006719
5449000129130;1002473
4042045008630;1225766
2100000950720;1088270
5000264011793;1107064
8002617957014;1238601
4030969827529;1278691
5901064773938;1268275
4607174578043;1262859
2363652000000;2009940
4607013791107;1220664
80481515;1098175
2491350000000;2013966
2100011031166;1272976
4680019150222;1274686
8591022378854;1277724
2100010977601;1239070
3300050040016;1064327
4602723084068;1285636
4607065002589;1237441
4690361036884;1263570
2360017000000;2008315
4030969807903;1076792
4607278979326;1277313
4606144008634;1237943
4606420002776;1240765
6901735146060;1274729
8032621984041;1218072
2306676000000;2003843
4680007212697;1282685
4605209008619;1251144
4660009500800;1252081
6927480614661;1287193
8000000489913;1284076
5903116711714;1194799
4610007392877;1280547
4810268023903;1205800
4680019280264;1287571
4660018660212;1255273
2491186000000;2013784
8591022310250;1221794
5413149257252;1067046
5902704999145;1230669
4604248002725;1220139
8591022279410;1228398
2372232000000;1280140
8591022406212;1278899
8308583230312;1234589
3253781220076;1152025
2100011043244;1285157
46042507;1111072
5902256000740;1050600
4015001002881;1250304
2490611000000;2012762
4607011140235;1030536
7801383000044;1272934
4607024181386;1261144
4620768554643;1269168
4680019153018;1285858
7622300252700;1144350
2000077143332;1276633
5901886013687;1073907
4607065002879;1247097
 ;2003586
4607041134341;1261304
4605627007485;1232213
4680265017997;1270553
5000000310234;1072156
8591022319093;1230583
5903355003366;1064205
5701922107932;1069376
2100011039094;1281909
4607141582226;1149049
2100011043473;1285180
4810089319254;1278155
5908311862407;1031674
5907471412477;1259440
4001724819806;1010623
 ;2009700
5900437404110;1216662
8005391144434;1156063
4607174577794;1233374
4600728000182;1111241
4600712007821;1270795
9785903400256;1216574
4601662003642;1276035
4607108095547;1269948
4605922010470;1238281
5010677105712;1274395
8000000489951;1284079
2368808000000;1256634
4607179350194;1254010
4850001004684;1279439
880730120618;1265833
2364215000000;1214860
4606065005606;1249115
4607157022884;1148138
4601351005728;1254027
8595598811692;1286310
4006581002101;1055651
4600682001966;1281920
4600702084566;1167397
4600338002460;1004215
4034668705218;1279887
4600338007830;1278624
8300497241286;1278115
5900516311933;1232572
3600522513841;1237121
2372737000000;1285728
4606134030317;1250407
4607048693551;1280939
5902882000992;1060626
4630007834795;1264354
5900571052918;1229343
5901874902313;1260158
4680384014020;1288534
8412276069964;1248528
4607133450588;1108518
6923537200467;1099856
2301061000000;1012998
5055155302146;1279968
5900998000424;1164018
4602827760042;1062408
4607062757857;1251550
5900288150631;1034136
4680019152691;1282723
9001414741399;1148294
8300497016044;1141953
4690388054984;1273484
4600266008121;1224143
8714789417097;1147790
4601674035907;1285234
4600104029875;1241655
4602541002640;1162092
3574660387360;1116918
3500610055607;1150736
46122216;1223252
2364499000000;1218974
883314574456;1277066
4607016283203;1166003
3340180000849;1087393
5055539107985;1279160
4607811903719;1254877
4607011140068;1041648
4015100185140;1045129
4680007202490;1282730
4610016197746;1286385
4820023361133;1243292
2100011040373;1283258
4602606003759;1124143
8809411186516;1281685
4607092442198;1222114
8032621988230;1225708
2100010587855;1112088
8711295663390;1286004
5900397020214;1232066
6934624484899;1287215
2371710000000;2013308
2306807000000;2004339
4607043162977;1288488
2751016121507;1042108
2100010992819;2011612
4600697101699;1012483
9334214012452;1152577
2100010787378;1161479
8051403043912;1269913
8300081525174;1252751
4607011763861;1225606
8858382000345;1107131
5900516420680;1053338
5010232954250;1117703
4607065376772;1273611
4601512007462;1171138
2217297595487;1152842
2371264000000;1272090
6900000085516;1288453
2490962000000;2013409
2366023000000;2011229
2100000002351;2006569
2490707000000;2011770
2302951000000;2000846
8300497241422;1278111
2356503000000;1127967
5707672975074;1249654
2490878000000;2013160
4630007830766;1274691
4601135601399;1102436
2371099000000;1270949
4607167570023;1190497
4640012981063;1249553
4607174435001;1282621
4660004513355;1256789
2305749000000;2004327
4601240012332;1205905
4690228026690;1256183
8719202327649;1286086
5900511141627;1285380
2366379000000;2011460
2490614000000;2012771
4601201053145;1272181
4602365001034;1042734
3014260278335;1000920
2009800136177;1287380
2490850000000;2007868
2364126000000;2010173
4850001001911;1009698
4605033244740;1133239
2100011030138;2013123
4630016230922;1270220
5900783007522;1182082
7311311011481;1283785
4600494509667;1279358
4030969802991;1278563
4015001002874;1266161
2306741000000;2004332
2372390000000;1281170
4607065378400;1279368
3574661189482;1267516
2365027000000;1228024
4607179830597;1250154
2100011042193;1285054
2100010936585;2010675
4606420008693;1277627
4606055972086;1265889
8595010606448;1262590
4260311827192;1251092
4607036350374;1218983
5907514300563;1129296
8693048043003;1191165
2304193000000;1095486
4601347008689;1250959
4620007591149;1224972
2100011043534;1285186
2369515000000;1263185
2009800136054;1287368
4600494600562;1122464
7930061180126;1276406
4607001836155;1275233
4602248009508;1273890
4602271000534;1048979
4607070521181;1111949
4750605130973;1282980
5904134111838;1284382
5900288101053;1043073
5907582901136;1054004
4607052402903;1276226
4620001320028;1028789
8001040097922;1116052
5901064773518;1161929
4607123920213;1246323
9000101091038;1284583
2100011045866;1286441
4607016283005;1147270
5999565270865;1283267
3838824124384;1004067
4627090540528;1270847
4605246003547;1005208
4601787005422;1015877
8591022272725;1196624
7610900100538;1284903
7290016208559;1273363
3600541285774;1254665
4607145590043;1195452
4690479105458;1278952
4607065713966;1201701
4600697010243;1252305
4607003861414;1280970
5904134930156;1284230
2368352000000;1253493
8033120611452;1225670
2372867000000;1286499
9002859080777;1284658
4606338000741;1284152
4601132465420;1028546
5900942133789;1254256
4670002943962;1288626
4740018139113;1271819
2305557000000;2004222
54490086;1159365
4620006000604;1213342
4600605015650;1034670
4605246004995;1002776
5902704989801;1286327
2100010998293;2011779
2363434000000;1205329
2372874000000;1286526
8591022342985;1276030
4607163093014;1030175
2357630000000;2007611
4000177161920;1248906
4601135101608;1107854
2363290000000;1203812
4607011761249;1049189
8801045141213;1099845
8001040412671;1213251
2369253000000;1260398
4607037432260;1218296
2361540000000;1179268
4810268022326;1241323
4607051158283;1280767
3349451002728;1240964
5000159373135;1005414
2305753000000;2004289
4607086600023;1106843
2369257000000;1260407
4607166902320;1261439
4606711700916;1174857
4601201055293;1276059
4600605021477;1243191
4003359340267;1255561
4690228016660;1181802
6905413255174;1285497
4607115060910;1204586
4640013230115;1276940
3300028860011;1181727
4602445001350;1202384
2100011032385;1274708
4690228027970;1266989
4603014002150;1175531
2321918000000;2006743
4000415856601;1007370
4602041004465;1021136
9000100541671;1214955
4690390097924;1275763
2369486000000;2012574
4601075346077;1246676
8412276488062;1187609
4000415841706;1287491
8802796211057;1128635
4690228020612;1239639
4650061683092;1283168
4602445000919;1237361
8001040418703;1288528
4670001494564;1257774
6988600090628;1272359
4690228029585;1268734
